loan_id,application_id,client_id,issue_date,product_name,loan_amount,interest_rate,term_months
3579,6584,3553,2024-04-06,Cash loan,513036.59,31.56,12
3580,6585,838,2024-01-11,Micro loan,31785.46,48.55,12
3581,6588,4200,2026-03-14,POS loan,144266.29,25.32,24
3582,6589,4065,2025-04-29,Micro loan,280712.56,44.49,6
3583,6590,764,2025-01-11,POS loan,586421.39,22.69,18
3584,6592,3347,2025-12-29,Credit card,1378033.46,29.64,12
3585,6593,2763,2025-04-12,POS loan,825080.62,23.72,12
3586,6595,4887,2025-10-03,Auto loan,2559313.21,14.65,48
3587,6598,449,2024-09-04,Cash loan,989443.48,28.61,18
3588,6599,3835,2026-04-14,Cash loan,842896.50,28.05,18
3589,6600,1329,2024-10-11,POS loan,1026063.46,18.79,18
3590,6601,3441,2025-07-20,Credit card,1490882.00,37.48,36
3591,6602,44,2025-03-11,Micro loan,96867.90,41.73,6
3592,6603,438,2025-10-07,Credit card,181830.12,36.47,36
3593,6604,1279,2025-08-07,Credit card,775327.73,32.36,12
3594,6605,1442,2024-10-17,Auto loan,8442085.36,13.97,48
3595,6606,946,2024-12-18,Micro loan,407816.06,39.75,3
3596,6608,760,2025-04-01,Micro loan,90071.45,41.02,3
3597,6610,335,2024-12-15,Micro loan,242998.40,41.38,6
3598,6615,4771,2025-11-05,Credit card,580620.48,33.55,36
3599,6617,2204,2026-03-21,Cash loan,1428099.10,26.23,24
3600,6619,1864,2024-01-29,POS loan,177416.47,10.90,18
3601,6620,3311,2025-08-15,POS loan,246967.92,21.44,12
3602,6622,2778,2025-02-26,Auto loan,15799809.39,13.34,48
3603,6623,2030,2024-02-10,Cash loan,2335232.20,23.94,36
3604,6624,1271,2024-10-21,Micro loan,84182.02,29.58,9
3605,6627,1285,2026-03-25,Cash loan,1204549.99,33.47,18
3606,6629,1946,2025-03-09,Cash loan,2478414.34,26.24,12
3607,6630,3851,2024-07-16,Micro loan,390440.96,28.17,9
3608,6631,1906,2024-04-09,Cash loan,1062867.45,19.21,24
3609,6632,4658,2025-07-10,POS loan,1153336.79,14.85,12
3610,6633,3520,2024-07-25,POS loan,663265.54,19.19,18
3611,6635,3104,2026-02-16,POS loan,613848.41,26.02,18
3612,6638,557,2025-03-30,Cash loan,792171.53,26.28,36
3613,6639,522,2026-03-11,Credit card,260936.07,25.79,36
3614,6640,1085,2026-01-28,Cash loan,426309.53,21.75,24
3615,6641,2260,2024-03-01,Cash loan,1655497.83,25.77,18
3616,6642,841,2024-12-19,Cash loan,1182727.46,18.15,18
3617,6643,2982,2025-01-14,Credit card,1684902.05,32.11,36
3618,6644,607,2025-10-07,Cash loan,2294108.75,21.32,12
3619,6645,2480,2024-10-11,Cash loan,471640.24,29.72,12
3620,6648,2648,2024-07-16,Credit card,1494220.92,26.70,12
3621,6649,4688,2026-01-29,Cash loan,2749005.06,32.95,36
3622,6652,3465,2025-07-11,Auto loan,2306232.26,19.81,72
3623,6655,2319,2024-09-23,Auto loan,2928707.94,14.95,60
3624,6658,1522,2024-08-14,Cash loan,777097.09,19.46,24
3625,6660,281,2024-08-21,POS loan,436962.14,20.35,12
3626,6661,3477,2025-11-06,Cash loan,2445423.42,23.32,18
3627,6663,1633,2026-01-18,POS loan,616033.94,10.25,24
3628,6666,2349,2025-01-05,Micro loan,349361.75,41.71,3
3629,6671,3865,2025-04-22,Credit card,619959.54,34.38,24
3630,6673,4979,2026-02-19,Auto loan,3153640.81,24.14,72
3631,6674,576,2024-08-23,Micro loan,454416.69,33.94,9
3632,6677,2921,2024-04-08,Auto loan,11047007.99,21.06,60
3633,6678,819,2025-10-21,Cash loan,2956504.58,19.94,36
3634,6679,4925,2025-06-23,Credit card,591135.11,32.02,36
3635,6680,772,2024-05-30,POS loan,344335.78,24.88,24
3636,6682,4477,2025-07-23,Credit card,1139431.07,37.60,12
3637,6683,79,2025-01-05,Cash loan,1331363.64,24.71,18
3638,6688,1728,2025-01-30,Cash loan,1871320.43,18.23,36
3639,6690,4613,2024-06-01,Cash loan,1217046.48,28.87,36
3640,6691,4293,2025-01-07,Cash loan,854746.41,22.29,18
3641,6693,467,2025-05-10,Micro loan,165723.30,36.22,12
3642,6694,1054,2025-01-09,Cash loan,615448.00,23.63,12
3643,6695,3317,2025-03-10,Cash loan,613320.44,30.76,24
3644,6696,275,2025-05-16,Cash loan,572983.24,22.17,24
3645,6698,4251,2025-06-13,Cash loan,609248.33,21.47,18
3646,6701,3961,2024-08-07,Cash loan,1513989.21,28.23,12
3647,6702,3244,2025-05-13,Micro loan,378979.91,35.43,9
3648,6705,1160,2025-07-23,Micro loan,230996.02,42.17,3
3649,6708,2757,2025-05-10,Credit card,401390.02,25.76,12
3650,6709,2227,2025-09-26,Auto loan,14859985.39,21.37,36
3651,6710,4442,2024-08-22,Cash loan,1811177.98,18.04,12
3652,6711,1154,2025-10-11,POS loan,511715.06,12.05,12
3653,6713,3606,2025-10-14,Cash loan,2471803.84,25.97,18
3654,6714,2258,2024-05-12,POS loan,402273.58,26.17,6
3655,6716,4293,2025-12-24,Auto loan,9547983.62,21.83,60
3656,6717,1362,2024-01-22,POS loan,655524.99,10.86,6
3657,6720,544,2025-10-04,Cash loan,1403124.35,21.25,24
3658,6721,2630,2024-02-08,Micro loan,182539.55,34.98,6
3659,6722,4717,2025-12-09,Auto loan,13428753.89,21.79,72
3660,6726,2775,2025-06-01,Auto loan,10238420.22,22.35,60
3661,6727,326,2024-07-26,Auto loan,10497196.63,13.26,48
3662,6728,2826,2025-06-28,Auto loan,6985414.95,16.63,36
3663,6729,2224,2024-08-20,Micro loan,356974.71,28.66,12
3664,6730,4128,2025-12-11,Credit card,1149064.45,32.96,12
3665,6731,3213,2024-05-25,Auto loan,11018241.42,19.06,36
3666,6732,3595,2026-01-29,Micro loan,30770.59,28.58,9
3667,6734,534,2025-07-01,Micro loan,535827.21,29.49,3
3668,6736,1905,2024-04-05,Credit card,1674209.13,24.07,24
3669,6739,1674,2025-07-11,Micro loan,275921.71,41.76,12
3670,6740,628,2024-03-13,Micro loan,412373.44,39.30,6
3671,6741,811,2024-06-24,POS loan,511099.02,16.86,24
3672,6743,4528,2025-06-08,Cash loan,2624829.38,28.88,18
3673,6744,1188,2025-05-13,Cash loan,2242208.59,31.83,12
3674,6745,975,2025-06-22,Micro loan,408630.63,39.94,12
3675,6746,1048,2024-09-09,Cash loan,803706.97,19.15,36
3676,6748,286,2024-09-05,POS loan,620304.46,20.57,6
3677,6749,484,2026-02-03,Credit card,1479582.15,36.69,36
3678,6755,1272,2025-03-09,Cash loan,3023089.71,25.09,18
3679,6758,4969,2024-10-16,Auto loan,7045397.18,14.63,60
3680,6762,422,2025-07-11,Auto loan,11779900.38,19.82,72
3681,6763,3046,2025-02-22,Cash loan,2272777.43,21.21,12
3682,6766,2317,2024-02-26,Cash loan,1694551.82,29.35,24
3683,6767,4005,2025-07-12,Micro loan,167620.12,41.50,9
3684,6768,4201,2025-08-28,Cash loan,568799.91,21.16,24
3685,6769,3057,2024-09-29,Cash loan,617699.38,28.75,12
3686,6770,1684,2025-11-23,Credit card,1388904.21,32.11,24
3687,6771,4091,2025-06-16,Cash loan,1549190.09,25.88,24
3688,6772,916,2026-01-16,Cash loan,750433.14,21.94,36
3689,6775,989,2025-02-25,Cash loan,1383296.22,33.53,24
3690,6777,3091,2025-11-07,Cash loan,1219368.18,28.16,18
3691,6778,383,2026-02-09,Micro loan,323682.85,33.19,9
3692,6779,4124,2024-07-13,Cash loan,2352281.29,28.83,36
3693,6780,527,2025-12-20,Cash loan,1106255.79,18.79,18
3694,6781,1020,2025-01-29,Cash loan,2115611.05,27.43,18
3695,6782,3339,2024-12-11,Cash loan,1687497.75,29.15,12
3696,6783,1247,2024-08-18,Auto loan,10896012.10,14.04,48
3697,6787,2443,2024-06-07,POS loan,187986.18,10.35,24
3698,6788,998,2024-07-23,Micro loan,337095.90,28.94,9
3699,6789,748,2025-12-03,Cash loan,1633930.05,27.85,36
3700,6791,12,2026-02-13,POS loan,232236.10,26.86,24
3701,6795,3155,2024-05-12,Cash loan,2504178.53,27.69,12
3702,6797,1121,2026-01-21,Credit card,915333.04,27.04,12
3703,6798,3428,2025-12-29,Credit card,814359.63,28.97,24
3704,6799,1588,2024-10-19,Credit card,425441.97,24.21,24
3705,6800,1908,2026-01-11,Credit card,435657.99,25.74,36
3706,6801,2490,2025-07-14,Cash loan,1404625.50,19.92,24
3707,6802,4721,2024-02-08,Credit card,857467.32,24.95,24
3708,6803,3995,2024-04-04,POS loan,224483.99,26.78,6
3709,6805,1931,2024-06-13,Cash loan,1213453.03,29.91,18
3710,6808,1613,2025-12-29,Micro loan,158343.33,47.24,12
3711,6810,160,2026-04-18,Cash loan,693806.28,33.46,12
3712,6811,913,2026-04-11,Micro loan,148710.34,32.53,12
3713,6812,1699,2025-07-08,Cash loan,407440.49,21.50,12
3714,6813,3643,2024-09-08,Auto loan,10263225.36,22.10,60
3715,6814,2333,2026-03-24,POS loan,735739.94,15.39,18
3716,6816,1917,2025-09-22,Cash loan,475349.97,19.73,36
3717,6817,4661,2025-04-08,Auto loan,13786450.03,18.85,48
3718,6821,4498,2024-12-29,Credit card,1279706.87,31.85,36
3719,6823,3567,2026-01-02,POS loan,835717.15,12.11,12
3720,6825,1092,2025-11-15,Credit card,173836.91,25.40,12
3721,6826,3013,2025-01-23,POS loan,330522.86,27.41,12
3722,6827,385,2026-01-16,POS loan,443302.68,12.90,6
3723,6828,4497,2026-04-14,Credit card,1545711.47,23.65,36
3724,6829,4539,2025-08-22,POS loan,462888.11,10.57,6
3725,6831,4007,2025-03-05,POS loan,186149.25,16.96,6
3726,6832,4683,2024-10-11,Micro loan,273050.55,33.64,12
3727,6834,883,2024-06-04,Auto loan,13829294.38,22.74,60
3728,6835,3643,2024-07-26,Micro loan,351671.94,44.09,12
3729,6836,3355,2025-11-01,Micro loan,143565.34,42.73,3
3730,6838,4764,2026-02-28,Micro loan,498407.83,46.33,3
3731,6839,111,2025-04-13,Cash loan,710432.72,29.72,18
3732,6840,1271,2025-01-07,Cash loan,2421936.98,20.17,18
3733,6842,3638,2025-02-28,Micro loan,457991.13,33.04,6
3734,6845,2065,2024-01-25,POS loan,632100.53,18.86,18
3735,6847,3682,2024-01-15,POS loan,663034.97,13.57,6
3736,6848,1759,2024-08-25,POS loan,381060.81,15.55,18
3737,6850,1061,2024-09-10,Credit card,968718.59,34.75,24
3738,6851,795,2026-02-10,POS loan,114171.81,10.21,24
3739,6852,3988,2025-06-21,Micro loan,153734.80,30.65,9
3740,6853,4278,2026-04-15,Credit card,497293.13,28.58,12
3741,6856,4090,2025-12-19,Credit card,331845.86,27.12,24
3742,6858,509,2025-01-15,Credit card,1110774.91,24.21,36
3743,6859,54,2024-09-21,Micro loan,118021.96,45.33,6
3744,6860,934,2025-07-22,Credit card,551678.89,32.56,24
3745,6861,1574,2024-12-08,Cash loan,1178913.07,24.34,18
3746,6862,3394,2024-05-23,Cash loan,1023876.22,21.94,24
3747,6865,1611,2024-08-04,POS loan,927159.64,12.31,24
3748,6866,1883,2024-11-30,Auto loan,2638301.34,24.17,48
3749,6869,556,2024-10-25,Micro loan,484656.91,43.50,3
3750,6871,3305,2024-11-06,Cash loan,798579.40,22.07,24
3751,6872,429,2024-02-11,POS loan,799247.53,11.11,6
3752,6873,313,2024-10-17,Micro loan,472229.29,31.22,3
3753,6875,4431,2025-09-21,Cash loan,668243.79,20.06,18
3754,6878,4181,2024-01-27,Micro loan,432502.21,37.83,6
3755,6881,804,2026-01-25,POS loan,790888.48,18.68,12
3756,6882,2718,2025-04-19,Credit card,1447995.63,31.39,24
3757,6883,1774,2024-04-17,Cash loan,319741.74,28.88,36
3758,6885,1361,2026-04-30,Micro loan,337797.57,36.39,6
3759,6886,4263,2024-10-23,Cash loan,2230902.50,18.14,18
3760,6887,1218,2024-05-20,Cash loan,528573.27,29.89,12
3761,6888,4153,2025-06-05,POS loan,188251.77,10.89,18
3762,6889,3551,2024-02-08,Micro loan,41444.75,35.69,9
3763,6890,2528,2024-03-24,Credit card,1139374.88,30.56,12
3764,6892,4567,2024-12-22,Auto loan,11086872.54,13.25,60
3765,6895,2862,2024-07-30,Auto loan,7143775.79,24.42,60
3766,6898,3860,2026-01-16,Credit card,1725097.83,34.68,24
3767,6899,1904,2024-10-06,POS loan,790106.33,27.59,12
3768,6902,2641,2024-09-14,Auto loan,12226437.85,13.41,36
3769,6907,1635,2026-02-24,Micro loan,423367.56,41.75,9
3770,6908,3833,2024-04-30,POS loan,141747.59,12.71,6
3771,6910,4153,2024-04-09,Cash loan,1251414.76,27.42,12
3772,6912,4385,2024-08-11,POS loan,370365.89,15.16,18
3773,6913,955,2025-12-31,Micro loan,329886.55,45.63,9
3774,6914,3236,2024-04-07,Cash loan,1228892.31,19.88,18
3775,6915,496,2024-12-05,POS loan,971909.94,22.35,6
3776,6916,2482,2024-08-18,Cash loan,1330959.40,32.81,36
3777,6917,3976,2026-01-03,Micro loan,98754.19,37.75,6
3778,6919,3325,2025-01-23,Auto loan,5119143.75,23.86,36
3779,6921,1333,2024-07-15,Cash loan,1245660.11,32.70,36
3780,6925,1648,2025-02-20,POS loan,532750.58,27.76,12
3781,6926,4593,2025-09-22,Cash loan,2780062.43,20.29,18
3782,6929,3140,2025-09-22,Cash loan,2276410.68,20.56,24
3783,6930,1800,2024-04-21,Cash loan,2302708.32,33.16,24
3784,6931,1104,2024-01-31,Credit card,988020.68,36.87,36
3785,6932,4257,2024-08-11,Credit card,1035808.91,37.94,24
3786,6933,3852,2025-06-23,Auto loan,3730889.86,15.20,60
3787,6935,2055,2025-07-30,Cash loan,2076349.75,30.18,36
3788,6937,73,2024-05-03,POS loan,167662.97,13.49,12
3789,6938,3915,2024-12-29,Cash loan,1285797.99,27.29,12
3790,6939,624,2025-03-14,Micro loan,480560.01,37.77,9
3791,6940,3750,2024-07-15,POS loan,606350.66,21.40,6
3792,6941,4990,2026-01-31,POS loan,52521.26,24.34,18
3793,6943,4343,2025-11-07,Micro loan,411284.55,41.19,12
3794,6945,2367,2024-02-10,Credit card,1238265.46,34.63,24
3795,6949,3341,2024-01-23,Auto loan,5406358.23,18.58,72
3796,6953,4956,2025-12-30,POS loan,944064.73,24.18,18
3797,6954,2872,2024-05-20,Micro loan,527718.95,41.22,3
3798,6957,2899,2024-11-25,Cash loan,2116475.76,21.99,36
3799,6958,256,2025-03-27,Micro loan,270346.08,44.41,6
3800,6962,1121,2024-07-18,Cash loan,740232.42,31.18,36
3801,6964,1131,2025-06-29,POS loan,880641.35,22.06,18
3802,6969,4061,2025-05-02,Credit card,854699.98,27.01,12
3803,6972,1192,2024-05-08,POS loan,674372.29,24.90,12
3804,6977,4385,2025-03-29,Credit card,255384.76,28.06,36
3805,6978,677,2025-06-20,Cash loan,1909936.77,29.43,36
3806,6979,3888,2024-11-12,Cash loan,2989326.16,33.17,18
3807,6980,3683,2026-03-04,POS loan,370718.62,27.14,24
3808,6982,1420,2026-01-29,Cash loan,1662144.59,30.09,36
3809,6983,4600,2025-02-01,Cash loan,451933.76,20.67,12
3810,6984,4948,2024-05-15,POS loan,125594.95,23.99,18
3811,6988,3691,2024-03-27,POS loan,960096.15,22.98,6
3812,6991,2889,2024-10-09,Cash loan,2854454.13,29.04,18
3813,6993,4549,2024-04-06,Credit card,1045909.60,35.40,12
3814,6994,2193,2025-05-10,Cash loan,222290.83,24.47,18
3815,6995,3885,2025-09-20,Cash loan,697192.93,30.54,24
3816,6996,1662,2024-09-03,Micro loan,246269.04,44.47,6
3817,6997,1629,2024-01-29,Credit card,1366852.17,34.28,24
3818,6999,1365,2025-02-07,Micro loan,231878.50,42.26,12
3819,7000,4368,2026-01-12,POS loan,860432.52,12.51,12
3820,7001,1419,2025-12-23,Credit card,1174719.72,34.42,12
3821,7002,3027,2024-08-25,Credit card,716072.96,23.81,36
3822,7003,2162,2025-11-29,Credit card,677778.65,23.64,12
3823,7007,2516,2024-09-21,Cash loan,978167.79,21.84,24
3824,7008,914,2024-01-20,Micro loan,288817.64,33.44,12
3825,7009,4341,2025-09-27,POS loan,177201.28,23.56,18
3826,7010,3715,2025-05-23,Auto loan,4799747.23,23.82,36
3827,7011,4090,2024-11-24,Credit card,892711.84,32.47,36
3828,7012,4402,2024-01-25,Auto loan,4081994.89,24.15,36
3829,7013,3763,2024-05-10,Cash loan,520623.65,27.60,12
3830,7014,182,2025-03-02,Micro loan,338051.09,39.98,9
3831,7015,1409,2025-03-17,Cash loan,654316.18,32.90,18
3832,7017,378,2024-06-08,Cash loan,1617746.05,27.75,12
3833,7018,3993,2025-08-19,POS loan,711552.66,16.71,18
3834,7019,2860,2025-06-21,Cash loan,996133.99,28.55,36
3835,7020,2428,2025-12-13,Cash loan,1898310.79,31.43,12
3836,7022,4661,2025-02-02,POS loan,567848.19,12.51,6
3837,7023,3502,2024-05-04,Cash loan,138633.22,32.64,12
3838,7024,2896,2025-10-09,POS loan,863184.56,23.59,12
3839,7028,3057,2025-03-24,POS loan,354729.72,12.52,24
3840,7030,3320,2024-05-29,Cash loan,2055541.60,23.18,36
3841,7035,887,2024-10-04,Micro loan,218838.80,43.62,9
3842,7037,2568,2024-04-01,Cash loan,427936.08,25.23,18
3843,7038,548,2024-03-18,Auto loan,1854437.77,24.62,48
3844,7039,3986,2024-08-25,Micro loan,337853.69,35.50,12
3845,7041,3803,2025-03-06,Cash loan,1307331.73,28.21,12
3846,7042,2319,2025-08-30,Micro loan,458307.71,45.46,9
3847,7043,4156,2024-11-06,Cash loan,2069299.02,21.49,36
3848,7044,509,2025-01-06,Micro loan,113488.89,44.60,3
3849,7046,3948,2025-06-22,POS loan,236201.98,14.03,12
3850,7047,3186,2026-02-27,Micro loan,267375.33,28.41,6
3851,7048,1995,2025-06-17,Cash loan,1042625.65,32.88,18
3852,7049,375,2026-04-04,POS loan,514934.74,14.34,18
3853,7050,206,2024-07-25,Cash loan,1876498.74,20.67,18
3854,7052,2161,2024-03-23,Cash loan,1341556.52,19.94,18
3855,7054,4660,2025-07-11,Credit card,467554.87,29.53,36
3856,7055,1145,2024-03-06,Credit card,1512117.67,35.86,24
3857,7056,2713,2024-06-21,Micro loan,96646.74,38.34,6
3858,7057,4346,2025-04-11,Micro loan,319516.08,39.32,12
3859,7058,3279,2025-05-27,Micro loan,81268.67,33.84,12
3860,7059,3889,2024-12-30,Credit card,907225.78,23.90,12
3861,7060,813,2024-05-24,Auto loan,9342760.52,15.92,72
3862,7062,987,2025-02-09,Cash loan,1829055.49,22.04,18
3863,7063,746,2024-01-19,Credit card,182652.65,22.85,12
3864,7065,3678,2025-07-25,Cash loan,2744234.59,23.13,36
3865,7066,307,2025-06-08,Credit card,459696.16,27.35,36
3866,7067,2364,2024-03-30,Credit card,890097.61,36.75,24
3867,7068,4461,2024-11-18,Micro loan,260276.32,30.15,6
3868,7069,2307,2025-02-03,Credit card,1329831.50,27.11,24
3869,7070,4746,2024-06-28,Cash loan,2271737.41,21.09,18
3870,7071,4443,2024-07-31,Credit card,956183.33,34.06,24
3871,7072,4417,2024-12-20,Cash loan,2135345.56,29.84,24
3872,7073,2681,2025-01-23,Cash loan,1054478.55,29.38,24
3873,7074,2842,2024-03-25,POS loan,735521.64,19.06,12
3874,7075,4456,2025-10-28,Credit card,440243.20,27.78,12
3875,7078,3722,2025-12-26,Cash loan,2577801.99,33.04,18
3876,7079,2970,2025-02-04,Credit card,1732295.53,26.39,12
3877,7085,761,2025-06-02,Cash loan,688553.33,25.63,12
3878,7086,3074,2024-11-08,Cash loan,145828.55,27.83,18
3879,7087,414,2025-01-19,Credit card,663854.39,35.63,36
3880,7094,807,2024-04-09,Credit card,1228784.23,33.35,12
3881,7096,493,2026-03-23,POS loan,454927.80,12.42,6
3882,7097,2008,2024-05-27,Auto loan,8626127.75,18.13,48
3883,7098,1968,2025-02-16,Credit card,1489812.36,23.61,36
3884,7100,978,2024-03-15,Cash loan,841140.17,32.02,18
3885,7101,1161,2025-04-23,Cash loan,481410.09,19.18,18
3886,7102,551,2025-05-24,Cash loan,2334157.75,29.50,24
3887,7105,2749,2025-07-15,POS loan,638355.57,14.47,18
3888,7106,4797,2024-07-13,Cash loan,686289.18,21.68,36
3889,7107,3518,2024-05-30,Cash loan,2069428.65,29.45,36
3890,7109,3674,2024-10-10,Cash loan,1613867.55,29.41,24
3891,7110,1728,2025-06-05,Micro loan,114418.43,43.54,12
3892,7116,1654,2025-07-15,Cash loan,2387440.46,24.87,12
3893,7120,4595,2025-08-14,POS loan,629108.11,25.34,18
3894,7121,3134,2025-04-12,Auto loan,5022566.65,23.28,72
3895,7122,1804,2025-04-06,Micro loan,45022.87,48.24,12
3896,7123,1952,2024-04-20,Cash loan,1700582.64,20.85,18
3897,7124,1864,2025-09-17,Cash loan,498393.90,18.90,18
3898,7126,1549,2025-12-15,Cash loan,2634936.57,29.27,18
3899,7129,3175,2024-11-11,POS loan,139162.77,18.41,18
3900,7131,4714,2025-09-05,Cash loan,935674.13,31.44,18
3901,7132,4579,2026-02-01,Cash loan,2185302.35,19.12,18
3902,7133,3146,2024-12-25,POS loan,340367.23,22.66,18
3903,7134,4039,2024-11-20,POS loan,739340.57,24.52,6
3904,7137,1626,2025-07-17,POS loan,828692.48,11.92,12
3905,7138,3643,2024-08-04,Micro loan,278287.25,33.82,12
3906,7140,4182,2025-09-21,Credit card,507404.75,30.52,36
3907,7141,4957,2025-06-10,Cash loan,2637083.98,28.63,36
3908,7142,4083,2025-08-23,Micro loan,385064.69,38.91,6
3909,7143,2470,2024-05-16,Credit card,153067.88,25.46,36
3910,7144,3328,2025-05-31,Cash loan,1568646.22,18.73,36
3911,7145,2937,2026-04-13,Micro loan,358355.34,30.45,9
3912,7147,3066,2024-09-07,Credit card,161293.39,22.87,36
3913,7150,189,2024-04-10,Micro loan,367281.03,45.87,12
3914,7151,4569,2026-02-06,POS loan,774107.51,23.21,24
3915,7155,642,2025-01-22,Micro loan,191891.21,32.59,9
3916,7157,2319,2024-06-02,Credit card,1056605.81,30.25,24
3917,7158,4761,2025-12-30,Cash loan,2174958.17,30.26,12
3918,7159,3511,2024-12-01,Cash loan,2213708.74,20.64,12
3919,7160,3067,2025-01-27,Cash loan,2759499.84,32.57,24
3920,7161,3244,2024-02-08,Auto loan,4128866.45,16.66,48
3921,7162,4538,2025-06-07,Credit card,523885.80,28.01,36
3922,7163,4689,2025-05-15,Credit card,1089977.10,33.81,36
3923,7168,313,2025-11-16,Micro loan,318095.27,39.23,3
3924,7169,95,2025-11-08,Cash loan,2202857.36,20.61,12
3925,7171,4702,2025-12-20,Credit card,1081544.68,36.27,12
3926,7174,4132,2026-02-12,POS loan,119768.09,19.68,18
3927,7176,993,2025-04-15,Micro loan,552641.22,28.35,3
3928,7179,4162,2025-05-08,Cash loan,726566.95,24.39,24
3929,7181,2354,2024-11-12,Micro loan,340623.70,37.76,9
3930,7182,3773,2025-08-07,Auto loan,5943704.88,21.47,48
3931,7183,3015,2026-02-04,POS loan,177126.38,15.62,18
3932,7188,4438,2026-02-13,Cash loan,1020592.49,29.16,18
3933,7189,4315,2024-04-26,Credit card,1714561.66,35.28,12
3934,7192,1048,2025-03-23,Cash loan,1500397.76,23.79,18
3935,7194,465,2025-10-21,Micro loan,271706.46,28.69,3
3936,7198,1310,2025-07-04,Credit card,245353.25,32.31,36
3937,7200,4894,2025-05-11,Cash loan,990147.08,23.48,12
3938,7202,4058,2024-11-03,Credit card,738317.81,29.22,36
3939,7203,1794,2024-08-01,Micro loan,326752.16,44.54,3
3940,7204,1625,2024-08-23,Cash loan,3180731.63,25.83,12
3941,7205,1698,2025-07-20,Credit card,922656.27,24.54,12
3942,7206,3255,2025-09-06,Cash loan,2967331.22,24.76,24
3943,7208,1114,2026-02-09,Credit card,1537116.73,36.85,24
3944,7211,597,2024-07-23,Cash loan,2682518.68,22.49,24
3945,7213,852,2024-08-19,Credit card,1412398.70,37.84,24
3946,7216,1108,2024-11-15,POS loan,981875.48,10.27,24
3947,7217,4812,2025-08-21,Credit card,1081510.93,36.92,24
3948,7218,858,2025-10-03,Cash loan,2322720.54,19.04,18
3949,7220,1717,2025-09-26,Credit card,1821885.96,22.53,24
3950,7221,247,2024-03-09,Cash loan,1037799.35,22.61,18
3951,7222,2986,2025-12-12,Auto loan,9917941.12,17.34,60
3952,7224,2239,2024-12-08,Credit card,1230221.54,32.69,36
3953,7229,1108,2025-09-04,Cash loan,845888.12,31.12,24
3954,7230,3790,2025-02-26,Credit card,999224.48,34.27,36
3955,7231,484,2024-12-09,Auto loan,4481472.54,17.49,60
3956,7232,3529,2024-10-19,POS loan,409349.49,23.00,12
3957,7233,3568,2024-04-08,Micro loan,103374.30,40.73,9
3958,7235,2277,2024-12-27,Credit card,336955.00,23.96,12
3959,7242,3707,2025-03-01,Cash loan,2405556.32,32.82,12
3960,7244,4570,2025-07-19,Cash loan,2824653.66,29.76,24
3961,7247,2456,2024-02-17,POS loan,505311.28,25.30,6
3962,7249,3404,2025-06-06,Cash loan,178439.65,20.38,36
3963,7250,1338,2025-06-24,Cash loan,1996979.32,25.29,18
3964,7252,1379,2025-11-30,POS loan,535591.72,26.36,24
3965,7253,4462,2025-12-04,Credit card,327914.84,37.25,12
3966,7254,3779,2024-12-27,POS loan,166176.54,25.13,18
3967,7256,4684,2025-10-18,POS loan,218114.25,15.87,18
3968,7259,2772,2024-07-24,Auto loan,2570161.31,21.40,60
3969,7261,4449,2025-06-16,Credit card,501599.13,27.98,12
3970,7262,4298,2024-03-09,Credit card,831899.09,36.87,12
3971,7263,290,2025-07-18,Cash loan,2240673.41,21.75,36
3972,7265,3933,2025-04-17,POS loan,563616.77,26.32,6
3973,7267,2311,2024-12-21,Cash loan,261270.13,19.89,24
3974,7268,3360,2025-05-21,Credit card,986443.90,22.38,12
3975,7273,1996,2025-01-09,POS loan,564441.31,20.80,18
3976,7274,1363,2025-06-08,Cash loan,1796955.42,29.09,12
3977,7275,3270,2025-12-05,Micro loan,518513.47,31.45,12
3978,7277,4744,2026-03-23,POS loan,176630.29,16.08,18
3979,7278,3587,2024-02-15,Credit card,416170.59,27.98,12
3980,7279,732,2025-11-19,Cash loan,2247425.14,29.11,12
3981,7280,3464,2026-03-24,Cash loan,2450199.43,20.96,18
3982,7281,157,2024-04-03,Micro loan,322233.17,43.05,6
3983,7282,3078,2024-03-18,Cash loan,1201529.31,23.75,36
3984,7283,746,2026-01-22,Cash loan,734484.12,23.57,36
3985,7284,3398,2025-11-30,POS loan,228492.93,26.72,6
3986,7286,2097,2026-04-20,Credit card,363303.16,31.70,36
3987,7288,4129,2024-03-05,Micro loan,30199.00,39.04,9
3988,7290,4473,2024-01-20,Credit card,899220.46,26.54,12
3989,7291,2544,2025-09-19,Cash loan,542401.28,20.58,18
3990,7292,2438,2026-02-04,Cash loan,3118649.13,19.24,18
3991,7294,443,2025-02-26,Cash loan,571947.48,33.10,18
3992,7296,4528,2024-11-17,Micro loan,437736.72,39.88,9
3993,7297,2053,2024-12-21,Cash loan,173309.36,19.46,36
3994,7298,1854,2025-03-28,Cash loan,1346567.24,19.48,18
3995,7300,4265,2026-03-15,POS loan,350595.51,15.52,18
3996,7302,1221,2025-08-24,Cash loan,3062708.45,33.99,18
3997,7303,3377,2025-05-08,Cash loan,1320855.50,25.66,36
3998,7306,3146,2025-04-05,Micro loan,286307.36,32.31,3
3999,7309,3160,2025-08-24,Credit card,1264000.30,31.58,12
4000,7311,1195,2024-10-12,Micro loan,80723.66,43.50,3
4001,7312,2059,2025-11-24,POS loan,794397.98,25.25,6
4002,7313,238,2026-02-27,Credit card,709606.13,33.52,12
4003,7314,2440,2026-02-20,POS loan,999502.26,12.21,12
