client_id,birth_date,gender,city,registration_date,income,employment_type,credit_score
2181,1970-09-21,female,Pavlodar,2026-04-27,514952.00,salaried,653
2182,1969-11-21,female,Almaty,2024-03-01,848644.00,entrepreneur,516
2183,2002-10-12,male,Atyrau,2025-01-12,700499.00,salaried,808
2184,1991-05-20,male,Almaty,2024-10-18,889957.00,salaried,698
2185,1991-03-08,male,Almaty,2025-03-20,85876.00,student,508
2186,2008-01-18,female,Almaty,2024-02-09,1001664.00,salaried,783
2187,1999-12-26,male,Astana,2026-02-20,651152.00,salaried,724
2188,1964-08-06,female,Astana,2026-04-11,193766.00,salaried,784
2189,1979-06-15,male,Almaty,2025-12-22,874757.00,self_employed,505
2190,2005-02-07,female,Astana,2025-04-18,286604.00,salaried,646
2191,1980-06-03,male,Pavlodar,2025-05-18,125425.00,student,564
2192,1996-07-06,male,Almaty,2024-07-05,198276.00,salaried,809
2193,1994-09-22,male,Astana,2024-01-31,630347.00,salaried,649
2194,1999-09-01,male,Almaty,2024-06-09,300672.00,retired,532
2195,1972-08-09,female,Taraz,2024-12-27,114506.00,unemployed,376
2196,1985-09-08,female,Taraz,2024-02-28,618077.00,self_employed,459
2197,1962-07-14,female,Astana,2026-03-25,526377.00,salaried,532
2198,2003-08-19,female,Astana,2024-01-21,1138324.00,salaried,649
2199,1977-05-19,male,Almaty,2025-08-10,1407700.00,entrepreneur,534
2200,2008-04-22,female,Semey,2024-09-18,1002563.00,salaried,608
2201,1984-09-02,male,Aktobe,2026-03-13,1050455.00,salaried,774
2202,1984-08-21,female,Almaty,2026-04-13,665750.00,salaried,744
2203,1991-10-18,female,Karaganda,2024-06-01,1132186.00,salaried,715
2204,1999-05-02,female,Astana,2026-02-19,380300.00,self_employed,569
2205,1995-03-07,female,Karaganda,2025-09-17,265566.00,retired,578
2206,1990-01-03,female,Karaganda,2024-01-27,43291.00,unemployed,520
2207,1999-01-17,female,Astana,2025-02-24,44965.00,unemployed,354
2208,2006-03-22,female,Shymkent,2025-07-12,1022268.00,salaried,652
2209,1964-02-08,male,Astana,2024-05-30,1540187.00,entrepreneur,762
2210,1967-02-15,male,Pavlodar,2025-11-08,1377223.00,entrepreneur,757
2211,1988-02-18,female,Kostanay,2024-06-13,79721.00,unemployed,573
2212,1977-08-12,male,Astana,2025-03-24,738925.00,entrepreneur,725
2213,1965-09-06,male,Almaty,2025-04-30,746330.00,salaried,543
2214,1995-11-03,female,Taraz,2024-11-02,378091.00,salaried,714
2215,1985-02-25,male,Shymkent,2025-11-21,345497.00,salaried,781
2216,1973-05-26,female,Almaty,2025-04-19,706876.00,self_employed,708
2217,1979-07-19,male,Pavlodar,2024-02-14,620313.00,self_employed,475
2218,1985-04-23,male,Almaty,2024-04-25,23183.00,unemployed,597
2219,1994-01-16,male,Atyrau,2025-11-21,305628.00,self_employed,699
2220,1968-12-18,female,Astana,2026-03-08,575718.00,salaried,701
2221,1965-10-26,female,Taraz,2024-10-26,792322.00,self_employed,653
2222,1983-10-14,male,Karaganda,2025-07-13,819447.00,salaried,712
2223,1998-05-20,female,Astana,2024-03-07,716556.00,salaried,679
2224,1990-03-18,female,Almaty,2026-04-25,347570.00,salaried,702
2225,1984-05-18,female,Astana,2024-09-29,1194666.00,salaried,813
2226,1987-09-23,male,Astana,2025-02-08,577082.00,self_employed,520
2227,1989-09-15,female,Shymkent,2024-11-03,203126.00,salaried,552
2228,2005-02-19,female,Atyrau,2026-04-20,155086.00,retired,613
2229,1969-12-14,female,Almaty,2024-12-15,934675.00,salaried,728
2230,2000-04-02,male,Kostanay,2024-12-06,715868.00,salaried,568
2231,1975-12-01,male,Kostanay,2025-05-22,1182594.00,salaried,662
2232,2001-02-20,male,Almaty,2024-10-07,213099.00,salaried,618
2233,2007-10-14,female,Astana,2026-03-01,972309.00,salaried,767
2234,1988-12-09,female,Shymkent,2025-02-14,693173.00,self_employed,471
2235,1990-09-05,female,Almaty,2026-03-17,464027.00,salaried,731
2236,1998-06-20,male,Almaty,2025-09-23,574822.00,salaried,655
2237,1982-10-26,male,Kostanay,2024-11-15,730029.00,self_employed,652
2238,1965-07-19,male,Almaty,2025-08-25,23670.00,unemployed,467
2239,1997-06-26,female,Shymkent,2024-02-29,823508.00,salaried,589
2240,1971-08-12,female,Almaty,2024-03-13,11662.00,unemployed,479
2241,1989-07-22,male,Karaganda,2024-07-31,804958.00,salaried,795
2242,1991-04-14,male,Semey,2024-12-01,224866.00,self_employed,713
2243,1993-01-13,male,Astana,2026-04-06,802977.00,salaried,813
2244,2002-09-19,male,Almaty,2025-11-29,1145223.00,salaried,712
2245,1970-12-28,female,Astana,2024-11-30,701670.00,salaried,730
2246,1975-05-06,male,Almaty,2025-01-07,131459.00,student,541
2247,1989-08-11,male,Astana,2024-08-14,652510.00,salaried,677
2248,2000-09-26,male,Shymkent,2026-03-29,434297.00,salaried,709
2249,1992-07-26,male,Almaty,2024-02-25,559074.00,self_employed,622
2250,2003-11-11,female,Shymkent,2025-12-12,1150302.00,salaried,547
2251,1965-07-06,female,Taraz,2026-02-19,339546.00,salaried,670
2252,1974-07-16,male,Karaganda,2025-09-19,600726.00,salaried,588
2253,2005-01-04,male,Almaty,2025-05-30,284768.00,salaried,567
2254,1973-05-18,female,Aktobe,2024-04-20,182881.00,self_employed,453
2255,1989-09-13,female,Astana,2024-03-22,765975.00,salaried,585
2256,2000-10-12,male,Astana,2024-05-18,53570.00,student,519
2257,1961-07-26,female,Almaty,2024-05-30,1031432.00,salaried,737
2258,1979-03-02,male,Almaty,2024-08-21,951139.00,salaried,765
2259,1991-12-19,male,Karaganda,2025-07-21,139536.00,unemployed,324
2260,1994-11-06,male,Astana,2024-05-10,719026.00,salaried,609
2261,2002-09-23,male,Karaganda,2026-03-27,1101331.00,salaried,649
2262,1977-05-02,male,Almaty,2024-10-19,156706.00,retired,586
2263,1983-06-24,female,Almaty,2024-05-23,1102804.00,salaried,559
2264,1964-03-23,female,Semey,2025-04-06,743365.00,salaried,771
2265,1991-07-25,male,Almaty,2024-06-22,796399.00,self_employed,535
2266,2007-09-18,male,Astana,2026-01-01,256311.00,salaried,763
2267,2008-09-02,female,Aktobe,2026-04-26,1002123.00,salaried,718
2268,2006-06-23,male,Shymkent,2026-01-06,818457.00,salaried,637
2269,1987-03-09,male,Shymkent,2024-01-13,1068951.00,salaried,637
2270,2007-12-26,male,Shymkent,2025-04-30,252481.00,salaried,722
2271,1988-09-03,male,Taraz,2024-09-17,360617.00,salaried,662
2272,1966-06-09,male,Almaty,2025-12-05,737566.00,salaried,627
2273,2005-10-20,female,Almaty,2025-10-19,1408615.00,entrepreneur,554
2274,1982-12-22,male,Almaty,2025-05-29,249323.00,self_employed,525
2275,1988-05-28,male,Astana,2025-08-23,832317.00,salaried,810
2276,1987-03-25,female,Karaganda,2025-05-05,509779.00,salaried,766
2277,2003-08-22,male,Almaty,2025-12-28,218198.00,salaried,565
2278,1997-05-05,male,Atyrau,2024-06-15,220052.00,student,495
2279,1988-04-19,male,Aktobe,2024-01-31,298205.00,salaried,801
2280,1992-03-19,female,Almaty,2025-12-29,1089046.00,salaried,783
2281,1985-04-06,female,Almaty,2024-08-23,302655.00,salaried,527
2282,2000-01-01,male,Almaty,2024-04-27,663717.00,salaried,742
2283,2006-01-17,male,Taraz,2024-05-04,705219.00,self_employed,696
2284,2008-02-27,male,Almaty,2024-03-04,1015567.00,salaried,567
2285,1966-04-18,female,Almaty,2026-03-16,435819.00,salaried,563
2286,1989-07-26,female,Karaganda,2024-11-18,218169.00,student,450
2287,1995-10-11,female,Taraz,2026-01-20,59140.00,student,381
2288,1976-01-15,male,Taraz,2026-04-16,371238.00,salaried,521
2289,1973-06-24,female,Shymkent,2025-12-06,258153.00,salaried,689
2290,2006-07-22,male,Astana,2025-01-14,257411.00,salaried,526
2291,1996-02-23,female,Almaty,2026-04-07,108928.00,student,524
2292,1990-06-04,male,Astana,2024-02-12,205053.00,student,517
2293,1987-01-12,female,Aktobe,2024-10-28,1151558.00,entrepreneur,714
2294,1986-07-18,male,Karaganda,2025-09-13,544942.00,self_employed,531
2295,1990-01-17,female,Almaty,2025-04-28,762400.00,salaried,786
2296,1987-11-22,female,Shymkent,2025-01-14,69044.00,student,566
2297,1974-07-06,male,Astana,2024-01-24,199251.00,student,612
2298,1981-04-05,male,Almaty,2025-10-08,632578.00,salaried,703
2299,1988-09-27,female,Atyrau,2026-02-18,497430.00,salaried,560
2300,1964-10-12,male,Kostanay,2024-12-09,295511.00,retired,666
2301,1988-02-15,male,Astana,2024-10-30,274594.00,salaried,590
2302,1993-03-26,female,Almaty,2024-10-14,1015961.00,salaried,802
2303,2004-12-19,female,Astana,2024-05-24,459205.00,salaried,610
2304,1985-08-11,male,Astana,2024-09-29,235988.00,salaried,655
2305,1966-02-27,female,Astana,2024-11-22,510959.00,self_employed,698
2306,1991-09-05,male,Almaty,2026-04-30,252465.00,self_employed,637
2307,2008-10-01,female,Kostanay,2025-12-22,842824.00,salaried,724
2308,1967-07-09,male,Pavlodar,2025-04-26,401534.00,salaried,589
2309,1961-09-06,female,Kostanay,2024-02-29,876148.00,self_employed,593
2310,2004-09-21,male,Pavlodar,2026-01-04,97911.00,student,462
2311,1990-02-05,male,Semey,2024-01-07,1167336.00,salaried,797
2312,1989-01-26,female,Astana,2024-04-28,851921.00,self_employed,480
2313,1986-01-20,female,Almaty,2024-11-18,1026475.00,salaried,575
2314,2000-02-24,female,Atyrau,2026-04-20,726919.00,entrepreneur,725
2315,1986-04-02,female,Almaty,2024-01-05,631084.00,salaried,680
2316,1963-05-23,male,Taraz,2025-12-16,648671.00,self_employed,609
2317,1996-11-05,female,Aktobe,2025-02-26,613276.00,salaried,804
2318,1994-10-09,female,Almaty,2025-10-01,301180.00,salaried,731
2319,1974-09-05,female,Semey,2024-08-06,505954.00,salaried,795
2320,1967-12-25,male,Almaty,2026-03-04,227609.00,salaried,598
2321,1986-10-13,female,Almaty,2026-03-13,671018.00,salaried,671
2322,1975-06-15,male,Almaty,2024-06-04,1977752.00,entrepreneur,623
2323,1991-01-13,male,Taraz,2025-04-03,204143.00,retired,449
2324,2000-09-08,female,Semey,2025-07-14,323569.00,retired,583
2325,1995-03-11,male,Aktobe,2024-05-21,1016547.00,salaried,672
2326,1987-06-11,male,Almaty,2025-01-03,122535.00,student,405
2327,1990-06-12,female,Almaty,2026-01-16,131800.00,retired,535
2328,1972-10-02,female,Astana,2024-02-13,982852.00,salaried,686
2329,1989-12-10,female,Karaganda,2024-04-12,749238.00,self_employed,502
2330,1964-02-15,female,Aktobe,2024-12-02,114839.00,retired,439
2331,1974-12-15,female,Shymkent,2025-10-11,916831.00,salaried,610
2332,2007-12-20,female,Astana,2025-11-29,1037287.00,salaried,657
2333,2000-01-03,male,Shymkent,2024-03-01,1124889.00,salaried,680
2334,2008-07-25,female,Aktobe,2024-12-11,20693.00,unemployed,463
2335,1999-12-06,male,Atyrau,2025-10-10,1016708.00,salaried,652
2336,1968-06-02,female,Astana,2026-02-22,1055302.00,salaried,772
2337,1990-04-28,male,Almaty,2025-10-21,171922.00,self_employed,631
2338,2007-04-22,male,Karaganda,2025-11-24,190195.00,salaried,721
2339,1984-05-25,female,Karaganda,2024-01-04,1120847.00,salaried,816
2340,1996-03-02,female,Atyrau,2024-03-14,711085.00,salaried,665
2341,1987-11-20,female,Atyrau,2025-07-12,349649.00,retired,602
2342,1993-04-12,male,Shymkent,2024-03-13,227924.00,salaried,705
2343,2007-07-16,male,Astana,2025-08-07,795414.00,self_employed,459
2344,1991-09-02,male,Almaty,2024-02-15,640568.00,salaried,764
2345,1975-04-16,female,Astana,2025-08-06,251393.00,self_employed,561
2346,1971-05-19,female,Karaganda,2024-01-03,315938.00,retired,545
2347,1992-08-13,female,Karaganda,2024-08-11,137601.00,student,547
2348,2001-06-27,male,Almaty,2024-05-13,577916.00,salaried,680
2349,1967-03-10,female,Almaty,2025-10-04,372697.00,salaried,818
2350,2000-10-23,male,Aktobe,2024-04-07,412073.00,salaried,677
2351,2005-12-26,female,Almaty,2024-12-30,1118507.00,salaried,735
2352,1998-11-25,male,Pavlodar,2024-09-05,554115.00,self_employed,711
2353,2008-02-03,female,Astana,2024-10-15,1013175.00,salaried,589
2354,1967-06-15,male,Almaty,2024-11-27,147475.00,unemployed,584
2355,1970-03-03,male,Almaty,2024-06-20,1867042.00,entrepreneur,716
2356,1992-04-27,female,Almaty,2025-04-13,307884.00,self_employed,454
2357,1993-09-06,female,Almaty,2024-01-02,665875.00,salaried,532
2358,1967-02-03,female,Aktobe,2024-07-04,109152.00,student,661
2359,2000-12-06,female,Almaty,2024-12-27,240200.00,student,467
2360,1967-09-26,male,Almaty,2025-08-02,632578.00,self_employed,452
2361,2004-02-25,male,Almaty,2025-07-17,741544.00,salaried,710
2362,1986-12-19,female,Atyrau,2025-12-21,606277.00,self_employed,690
2363,1981-07-18,female,Astana,2025-05-05,1823728.00,entrepreneur,673
2364,1987-12-20,male,Taraz,2024-06-25,573674.00,salaried,599
2365,1974-05-11,female,Pavlodar,2024-06-21,236015.00,salaried,569
2366,1979-08-06,female,Almaty,2025-10-02,404134.00,salaried,670
2367,1965-04-05,male,Shymkent,2024-10-12,444201.00,salaried,565
2368,1989-05-21,female,Almaty,2024-03-08,965704.00,salaried,788
2369,1991-06-19,female,Shymkent,2024-05-10,190703.00,salaried,584
2370,2007-04-02,female,Almaty,2024-05-13,563037.00,entrepreneur,612
2371,1979-08-12,female,Taraz,2025-01-16,1098353.00,salaried,572
2372,1979-01-25,female,Karaganda,2025-02-20,618229.00,salaried,691
2373,1997-04-01,male,Shymkent,2025-04-12,140291.00,student,498
2374,1990-07-19,female,Almaty,2025-10-29,318432.00,salaried,556
2375,2001-10-03,male,Astana,2024-11-01,179775.00,unemployed,337
2376,1993-10-02,female,Taraz,2024-05-02,965461.00,salaried,791
2377,1964-01-09,female,Almaty,2025-09-26,231875.00,retired,571
2378,1992-03-05,male,Astana,2025-05-13,103221.00,student,440
2379,2008-01-12,male,Astana,2026-02-10,109493.00,unemployed,501
2380,1969-01-13,male,Almaty,2025-01-05,340402.00,salaried,563
2381,1993-05-19,female,Almaty,2025-03-27,784219.00,entrepreneur,653
2382,1963-07-07,male,Shymkent,2024-12-18,317724.00,self_employed,565
2383,2008-11-20,male,Astana,2024-05-17,315765.00,salaried,606
2384,1991-02-03,female,Almaty,2026-04-28,406956.00,salaried,730
2385,1978-11-18,female,Karaganda,2025-06-30,338655.00,salaried,571
2386,1978-10-22,female,Shymkent,2026-01-11,1104723.00,entrepreneur,575
2387,1995-12-03,female,Shymkent,2024-07-24,518738.00,self_employed,584
2388,1986-04-05,female,Karaganda,2025-01-09,163854.00,retired,665
2389,1982-06-18,female,Almaty,2026-04-08,1175345.00,salaried,623
2390,1981-02-03,male,Karaganda,2025-02-19,880932.00,salaried,790
2391,2007-12-09,male,Astana,2025-05-26,943116.00,salaried,719
2392,1995-08-13,female,Shymkent,2025-01-04,70320.00,unemployed,471
2393,1963-07-12,male,Astana,2026-01-15,161002.00,retired,631
2394,1985-09-13,female,Pavlodar,2024-03-21,398755.00,salaried,663
2395,2000-05-12,male,Almaty,2025-06-04,128304.00,self_employed,620
2396,2004-06-06,male,Aktobe,2025-02-10,458791.00,self_employed,640
2397,1996-08-06,male,Almaty,2024-05-19,3551.00,unemployed,532
2398,1998-12-19,male,Semey,2024-02-23,583498.00,salaried,582
2399,1961-05-21,male,Astana,2026-04-16,1011141.00,salaried,600
2400,2003-06-10,male,Almaty,2024-08-13,168700.00,student,670
2401,1983-08-08,female,Almaty,2025-05-22,4737.00,unemployed,315
2402,1965-06-06,male,Almaty,2024-04-04,566253.00,salaried,801
2403,1966-09-09,female,Almaty,2025-03-19,1035266.00,salaried,663
2404,1968-09-26,female,Astana,2024-04-25,893321.00,salaried,775
2405,1988-11-06,male,Taraz,2026-03-26,267394.00,retired,442
2406,1994-12-27,female,Almaty,2025-08-14,121320.00,unemployed,531
2407,1991-11-11,male,Astana,2024-03-04,183570.00,salaried,577
2408,1983-01-25,female,Shymkent,2024-01-26,339908.00,salaried,744
2409,1965-06-11,female,Shymkent,2024-06-04,167846.00,self_employed,468
2410,1989-11-06,male,Karaganda,2025-11-09,375358.00,salaried,683
2411,1971-04-04,female,Astana,2026-02-20,357721.00,self_employed,513
2412,1992-11-23,female,Almaty,2024-05-04,328140.00,retired,447
2413,1999-10-12,female,Astana,2026-01-08,993239.00,salaried,720
2414,2007-11-06,male,Astana,2024-05-10,628181.00,self_employed,576
2415,1979-10-12,female,Taraz,2024-05-31,229014.00,student,489
2416,2000-11-23,female,Aktobe,2024-01-02,913280.00,salaried,617
2417,1996-08-23,female,Karaganda,2024-05-12,58211.00,unemployed,481
2418,1998-07-03,female,Astana,2024-02-20,213087.00,retired,633
2419,1986-08-02,female,Astana,2026-04-29,702016.00,salaried,581
2420,1970-07-02,female,Almaty,2024-12-28,343547.00,salaried,722
2421,1983-09-08,female,Atyrau,2025-05-19,707433.00,self_employed,543
2422,1982-11-14,male,Kostanay,2025-05-04,1370156.00,entrepreneur,632
2423,1999-08-25,female,Almaty,2024-05-25,1196976.00,salaried,630
2424,1964-12-17,male,Almaty,2024-06-06,816934.00,salaried,669
2425,1994-11-28,female,Karaganda,2026-01-21,1035309.00,salaried,614
2426,1963-07-02,female,Astana,2025-01-15,211987.00,student,552
2427,1983-07-08,female,Taraz,2024-03-09,877134.00,self_employed,695
2428,1970-02-18,male,Almaty,2024-04-17,1011502.00,salaried,771
2429,1972-01-16,female,Shymkent,2025-10-30,766039.00,salaried,676
2430,1986-03-01,female,Atyrau,2025-02-14,992403.00,salaried,717
2431,1982-09-26,male,Almaty,2025-01-30,778643.00,salaried,762
2432,2005-12-09,female,Aktobe,2026-03-29,513888.00,salaried,648
2433,2000-11-22,female,Almaty,2024-03-20,935373.00,salaried,657
2434,1986-11-11,male,Almaty,2025-08-29,777243.00,salaried,566
2435,1962-10-11,female,Astana,2025-05-03,1023950.00,salaried,614
2436,1974-03-01,female,Almaty,2025-09-29,345985.00,salaried,527
2437,1969-08-04,female,Almaty,2024-07-25,276941.00,self_employed,607
2438,1986-12-14,male,Atyrau,2025-02-19,605236.00,self_employed,722
2439,2007-09-16,female,Almaty,2024-03-22,694378.00,salaried,767
2440,1974-03-05,male,Astana,2024-12-13,981783.00,salaried,534
2441,1981-09-18,female,Shymkent,2025-10-14,560775.00,self_employed,630
2442,1965-11-22,female,Astana,2025-09-09,80941.00,unemployed,403
2443,2004-07-11,male,Almaty,2024-07-05,717389.00,salaried,816
2444,1998-03-02,male,Almaty,2025-05-12,489070.00,self_employed,462
2445,1973-05-10,male,Astana,2024-01-08,1146431.00,salaried,665
2446,1980-01-05,male,Astana,2025-07-11,534861.00,self_employed,606
2447,1982-07-16,male,Astana,2024-04-01,741895.00,self_employed,680
2448,1991-04-13,male,Atyrau,2024-02-03,215415.00,salaried,651
2449,2007-04-12,male,Almaty,2024-10-05,388855.00,salaried,539
2450,1986-10-06,male,Pavlodar,2024-05-20,295248.00,salaried,809
2451,1986-07-08,female,Almaty,2024-07-02,568981.00,salaried,758
2452,1993-02-06,male,Astana,2024-11-02,887181.00,salaried,625
2453,1998-02-28,male,Almaty,2025-09-18,729999.00,salaried,806
2454,1992-05-14,male,Shymkent,2024-10-26,1199608.00,salaried,689
2455,1978-05-23,female,Almaty,2025-02-09,1120245.00,salaried,676
2456,1986-10-19,male,Almaty,2025-08-15,859966.00,self_employed,582
2457,1990-04-19,female,Atyrau,2024-05-29,69152.00,unemployed,308
2458,1998-10-11,female,Astana,2025-08-12,938068.00,salaried,764
2459,1982-09-21,female,Aktobe,2024-09-12,1079818.00,salaried,658
2460,2001-01-25,female,Astana,2025-05-05,904851.00,salaried,608
2461,1976-08-11,male,Almaty,2025-10-07,141159.00,student,478
2462,1980-07-12,female,Almaty,2024-09-07,84579.00,student,444
2463,2008-05-09,female,Astana,2026-01-10,150008.00,student,412
2464,1984-10-02,female,Taraz,2024-05-19,953111.00,salaried,702
2465,1975-04-24,male,Taraz,2024-07-13,592596.00,salaried,702
2466,1995-06-21,male,Shymkent,2026-04-05,182429.00,salaried,804
2467,2005-10-20,male,Almaty,2024-07-12,920102.00,salaried,704
2468,1997-06-13,male,Astana,2024-02-19,413646.00,salaried,797
2469,1968-05-06,female,Almaty,2024-09-11,1158099.00,salaried,589
2470,1999-08-10,female,Almaty,2024-11-04,867890.00,salaried,575
2471,1998-08-23,female,Astana,2024-02-03,906816.00,salaried,722
2472,1986-11-11,male,Karaganda,2026-02-10,149181.00,unemployed,443
2473,1985-01-05,male,Atyrau,2024-10-19,798044.00,self_employed,699
2474,2005-05-07,female,Semey,2024-06-07,1062347.00,salaried,683
2475,1998-06-02,male,Almaty,2025-02-04,209777.00,student,523
2476,1994-08-25,female,Almaty,2024-05-16,41807.00,unemployed,401
2477,1988-03-20,male,Aktobe,2025-02-14,197030.00,salaried,588
2478,1986-02-07,female,Almaty,2024-09-16,203033.00,salaried,632
2479,1992-08-03,male,Karaganda,2025-01-08,1124665.00,salaried,739
2480,1965-01-15,male,Taraz,2024-09-12,681626.00,salaried,697
2481,1967-01-06,female,Almaty,2024-08-24,238772.00,salaried,560
2482,1978-09-25,female,Almaty,2024-10-04,426402.00,salaried,534
2483,1979-03-02,female,Almaty,2024-04-03,251409.00,salaried,817
2484,1990-03-06,female,Shymkent,2025-03-25,234650.00,salaried,711
2485,1973-12-14,male,Kostanay,2026-01-17,1105995.00,salaried,799
2486,1975-02-27,male,Kostanay,2026-04-24,844549.00,self_employed,703
2487,1997-02-20,female,Aktobe,2025-01-30,311760.00,self_employed,585
2488,1993-09-08,female,Astana,2024-12-13,40392.00,unemployed,540
2489,1988-02-06,male,Almaty,2025-02-07,733346.00,self_employed,625
2490,1977-05-23,female,Almaty,2025-05-12,955419.00,salaried,595
2491,1997-04-15,female,Astana,2024-05-13,298254.00,retired,525
2492,2004-01-04,male,Astana,2025-12-05,101000.00,retired,550
2493,1986-12-20,female,Almaty,2026-04-24,19381.00,unemployed,532
2494,1989-12-02,male,Aktobe,2024-04-16,246831.00,retired,507
2495,1985-10-20,female,Almaty,2025-05-20,807234.00,salaried,682
2496,2003-03-05,female,Atyrau,2024-08-13,286198.00,retired,560
2497,1986-03-06,female,Almaty,2025-01-19,89230.00,student,453
2498,2000-11-11,female,Shymkent,2024-07-18,1101771.00,salaried,715
2499,1978-01-23,male,Astana,2025-03-29,483978.00,salaried,670
2500,1969-01-10,male,Astana,2024-01-13,713279.00,salaried,817
2501,1997-01-26,male,Almaty,2024-03-14,160917.00,unemployed,493
2502,1984-06-07,male,Aktobe,2025-03-13,449881.00,salaried,613
2503,1983-04-06,female,Pavlodar,2024-10-01,451908.00,self_employed,662
2504,2000-08-16,female,Almaty,2024-01-18,1136352.00,salaried,703
2505,1991-07-12,female,Astana,2025-10-31,813954.00,salaried,588
2506,1993-12-06,male,Almaty,2024-08-11,254801.00,salaried,685
2507,2006-10-11,female,Almaty,2025-03-22,729815.00,self_employed,655
2508,1998-11-24,female,Aktobe,2024-02-13,300733.00,self_employed,601
2509,1991-02-11,male,Shymkent,2024-04-09,148382.00,self_employed,732
2510,1999-12-04,female,Almaty,2024-10-06,1072687.00,salaried,540
2511,1986-04-23,female,Taraz,2024-06-04,853569.00,salaried,562
2512,2004-03-26,male,Almaty,2025-07-05,1322403.00,entrepreneur,557
2513,2001-07-18,female,Astana,2024-04-16,600964.00,salaried,672
2514,1976-02-17,male,Almaty,2024-11-08,181328.00,self_employed,649
2515,1977-11-01,male,Almaty,2025-03-28,777706.00,salaried,777
2516,1983-08-08,male,Taraz,2024-10-15,993630.00,salaried,718
2517,1964-07-24,female,Almaty,2024-08-10,1499469.00,entrepreneur,722
2518,1996-03-04,female,Shymkent,2024-03-17,1164607.00,entrepreneur,574
2519,2000-01-10,female,Karaganda,2026-03-25,351017.00,salaried,649
2520,1962-05-24,female,Astana,2024-04-02,1102720.00,salaried,810
2521,1989-10-15,female,Almaty,2025-10-29,1483392.00,entrepreneur,642
2522,2001-12-07,male,Almaty,2025-03-08,239782.00,salaried,632
2523,1992-12-23,male,Karaganda,2024-07-20,380837.00,entrepreneur,502
2524,1977-09-11,female,Almaty,2024-11-25,1095373.00,salaried,569
2525,1984-06-26,female,Almaty,2024-12-29,735179.00,salaried,640
2526,1986-03-14,female,Taraz,2024-03-02,812044.00,self_employed,739
2527,1990-09-23,female,Astana,2024-08-20,248255.00,student,603
2528,2000-09-07,female,Atyrau,2024-08-07,1116333.00,salaried,717
2529,1973-07-24,male,Almaty,2024-06-30,299584.00,salaried,797
2530,1992-02-08,female,Astana,2024-03-17,994713.00,salaried,575
2531,2000-11-17,female,Aktobe,2025-11-20,416568.00,salaried,598
2532,1987-09-24,female,Semey,2025-06-25,375910.00,salaried,756
2533,1989-12-25,male,Karaganda,2025-01-29,1101570.00,entrepreneur,746
2534,2004-01-14,female,Karaganda,2025-10-12,1981244.00,entrepreneur,585
2535,1967-09-17,female,Almaty,2025-09-28,399341.00,self_employed,576
2536,2002-10-15,female,Pavlodar,2024-12-26,1142824.00,salaried,777
2537,1963-07-19,male,Taraz,2025-11-07,687298.00,self_employed,603
2538,1988-12-22,male,Almaty,2025-01-20,1784872.00,entrepreneur,577
2539,1993-07-18,female,Astana,2024-05-21,1092132.00,salaried,701
2540,1995-04-10,male,Shymkent,2024-08-16,290401.00,self_employed,625
2541,1985-11-14,female,Shymkent,2025-08-16,645921.00,salaried,672
2542,1970-01-15,male,Almaty,2025-08-27,981984.00,salaried,730
2543,1961-05-03,female,Aktobe,2025-07-29,535610.00,self_employed,698
2544,2008-10-15,male,Almaty,2025-12-03,387292.00,self_employed,736
2545,1984-10-10,male,Astana,2024-04-25,713786.00,salaried,619
2546,1992-04-10,female,Taraz,2025-02-12,840512.00,salaried,695
2547,1978-09-26,female,Astana,2024-09-28,166799.00,retired,703
2548,1996-01-26,female,Shymkent,2024-11-30,659775.00,self_employed,651
2549,1963-02-27,male,Atyrau,2024-02-10,597827.00,salaried,591
2550,1992-05-18,female,Shymkent,2024-10-04,1060664.00,salaried,798
2551,1987-05-12,female,Astana,2025-11-12,251142.00,entrepreneur,776
2552,1974-06-16,male,Almaty,2024-09-25,194458.00,student,501
2553,1972-12-04,female,Astana,2024-06-01,1087535.00,salaried,641
2554,1965-08-26,female,Astana,2025-11-26,180662.00,salaried,628
2555,1994-07-25,female,Shymkent,2024-01-18,1111769.00,salaried,702
2556,1966-06-13,male,Almaty,2025-07-08,712794.00,self_employed,548
2557,1982-05-14,female,Astana,2025-10-31,978144.00,salaried,765
2558,2003-08-06,female,Astana,2025-10-08,156615.00,self_employed,465
2559,1977-07-12,male,Atyrau,2024-11-06,422143.00,salaried,658
2560,1964-05-05,male,Shymkent,2025-11-12,193126.00,retired,677
2561,1994-07-18,female,Atyrau,2024-11-04,1141068.00,salaried,711
2562,1965-07-05,male,Aktobe,2025-05-04,519326.00,salaried,696
2563,2002-07-25,female,Almaty,2024-12-05,137395.00,retired,493
2564,1998-11-21,male,Shymkent,2024-11-10,210827.00,salaried,652
2565,1989-07-10,female,Astana,2025-09-07,461500.00,self_employed,640
2566,1991-03-04,male,Taraz,2024-01-07,190083.00,student,495
2567,1989-02-05,female,Almaty,2025-12-19,707517.00,entrepreneur,552
2568,1972-10-02,female,Almaty,2024-03-10,313930.00,salaried,614
2569,1965-08-08,male,Kostanay,2024-06-09,784070.00,self_employed,687
2570,1991-05-18,male,Shymkent,2025-12-30,1544960.00,entrepreneur,677
2571,1982-09-11,male,Almaty,2024-05-23,440102.00,self_employed,537
2572,1980-06-04,male,Astana,2025-09-21,175902.00,retired,680
