application_id,client_id,application_date,product_name,requested_amount,status
7710,1093,2024-11-22,Micro loan,554421.00,approved
7711,2423,2024-05-28,Cash loan,827254.00,approved
7712,1573,2026-03-10,POS loan,497743.00,approved
7713,100,2024-01-12,Cash loan,1500771.00,approved
7714,1983,2024-06-30,Cash loan,3344815.00,approved
7715,2361,2024-05-16,Credit card,170970.00,approved
7716,824,2025-05-14,Credit card,1606887.00,approved
7717,1800,2025-06-07,Cash loan,212589.00,rejected
7718,580,2025-12-07,POS loan,910842.00,approved
7719,4970,2024-01-27,Cash loan,1535666.00,approved
7720,2207,2025-09-03,Cash loan,1023609.00,rejected
7721,1906,2024-04-09,Cash loan,968438.00,rejected
7722,292,2026-04-02,POS loan,1042482.00,approved
7723,432,2025-11-26,POS loan,236097.00,approved
7724,3382,2025-05-16,Micro loan,462577.00,rejected
7725,1950,2025-05-29,Micro loan,406328.00,approved
7726,3319,2024-08-27,Micro loan,131246.00,pending
7727,636,2025-05-30,Cash loan,294329.00,pending
7728,1763,2025-06-20,POS loan,625677.00,approved
7729,1730,2025-11-21,Micro loan,38020.00,rejected
7730,2416,2026-02-13,POS loan,831153.00,approved
7731,3294,2025-09-28,Credit card,428443.00,approved
7732,4739,2024-03-14,Auto loan,11184449.00,pending
7733,1335,2025-06-03,Micro loan,37178.00,approved
7734,559,2026-04-08,Micro loan,118582.00,approved
7735,236,2024-03-23,Credit card,1542600.00,approved
7736,3994,2025-04-19,Credit card,1752981.00,approved
7737,4840,2024-12-10,POS loan,1137901.00,approved
7738,4596,2025-03-24,Micro loan,488070.00,approved
7739,658,2025-12-29,POS loan,643206.00,rejected
7740,2116,2024-11-14,Cash loan,1733755.00,approved
7741,2343,2024-08-07,Micro loan,534646.00,pending
7742,2752,2025-09-06,Credit card,714452.00,rejected
7743,612,2024-08-08,Cash loan,2409448.00,rejected
7744,954,2025-06-01,Micro loan,129426.00,pending
7745,2999,2024-12-26,POS loan,626036.00,approved
7746,1551,2024-11-28,Cash loan,1255662.00,approved
7747,3664,2024-04-20,Credit card,738796.00,approved
7748,4678,2024-03-26,Cash loan,324107.00,approved
7749,3045,2024-05-26,POS loan,166143.00,rejected
7750,2149,2024-12-30,POS loan,723119.00,approved
7751,1729,2024-03-09,Credit card,1305836.00,approved
7752,4327,2026-04-13,Cash loan,1488392.00,approved
7753,4808,2024-09-18,POS loan,325551.00,approved
7754,1836,2024-07-18,POS loan,120252.00,approved
7755,994,2024-03-12,Cash loan,3013929.00,approved
7756,681,2025-11-26,Micro loan,182610.00,approved
7757,3549,2024-04-11,POS loan,583660.00,rejected
7758,2844,2025-12-15,Cash loan,2420469.00,pending
7759,3883,2025-12-10,Cash loan,910153.00,approved
7760,984,2025-07-27,POS loan,502668.00,pending
7761,1778,2024-06-24,Credit card,835390.00,approved
7762,1637,2024-10-25,Micro loan,60199.00,approved
7763,961,2026-01-16,Micro loan,591450.00,approved
7764,4382,2025-01-13,Cash loan,1835744.00,approved
7765,3602,2025-10-30,Cash loan,3211071.00,approved
7766,3806,2024-07-13,Cash loan,3190051.00,approved
7767,2575,2024-05-18,Credit card,1006138.00,approved
7768,4165,2024-09-16,Credit card,1674946.00,approved
7769,2599,2024-05-07,Credit card,944744.00,approved
7770,2885,2025-12-03,Credit card,1829366.00,approved
7771,4918,2024-06-01,POS loan,644182.00,approved
7772,410,2026-04-29,Credit card,570801.00,approved
7773,980,2025-02-05,Cash loan,728742.00,approved
7774,888,2024-04-18,Micro loan,543704.00,approved
7775,168,2024-10-23,Auto loan,10328605.00,approved
7776,3846,2024-08-23,POS loan,1120456.00,approved
7777,1112,2024-04-30,Auto loan,9766806.00,rejected
7778,1052,2024-02-17,POS loan,557442.00,rejected
7779,3958,2026-02-25,Micro loan,113746.00,rejected
7780,1864,2024-05-07,POS loan,711704.00,approved
7781,536,2024-02-23,Micro loan,503393.00,approved
7782,4767,2025-02-09,Credit card,1139704.00,rejected
7783,2099,2024-03-08,Credit card,906847.00,rejected
7784,417,2025-02-18,Cash loan,1568859.00,rejected
7785,4290,2025-07-07,Credit card,1749024.00,approved
7786,2557,2024-09-29,Credit card,701619.00,approved
7787,2233,2026-01-20,Credit card,1163434.00,approved
7788,2388,2024-12-28,Cash loan,1923632.00,rejected
7789,2400,2024-11-19,Cash loan,1898500.00,approved
7790,1455,2025-05-20,Micro loan,472069.00,rejected
7791,3643,2024-08-31,Micro loan,389733.00,approved
7792,2589,2024-10-03,Cash loan,2105269.00,approved
7793,1744,2024-07-05,Cash loan,784644.00,rejected
7794,4415,2024-04-21,Credit card,1185095.00,approved
7795,3202,2024-08-07,Cash loan,2361583.00,approved
7796,3414,2026-02-03,Credit card,1130938.00,rejected
7797,520,2024-01-02,Cash loan,2887867.00,pending
7798,4136,2026-02-05,Micro loan,222505.00,approved
7799,1936,2024-11-05,Cash loan,1424663.00,approved
7800,2946,2025-09-23,Cash loan,2330749.00,pending
7801,95,2024-01-17,POS loan,782394.00,approved
7802,1718,2025-02-07,Cash loan,887818.00,approved
7803,3302,2024-04-30,POS loan,256636.00,approved
7804,2106,2024-01-11,Auto loan,6584326.00,rejected
7805,4109,2025-04-23,Cash loan,1881725.00,approved
7806,2553,2025-04-23,Cash loan,864739.00,approved
7807,3077,2024-05-08,POS loan,1003708.00,rejected
7808,1976,2025-12-27,Cash loan,288752.00,approved
7809,780,2024-04-25,Micro loan,264000.00,approved
7810,4995,2024-12-19,Micro loan,522403.00,approved
7811,4421,2024-01-11,Cash loan,3162918.00,approved
7812,2939,2024-06-12,Cash loan,2316722.00,approved
7813,3062,2025-09-03,POS loan,499882.00,rejected
7814,4228,2024-11-11,POS loan,994527.00,approved
7815,580,2025-02-06,Auto loan,12247711.00,rejected
7816,1015,2024-11-20,POS loan,963586.00,approved
7817,4985,2025-03-14,Auto loan,2861797.00,pending
7818,2547,2025-04-28,Credit card,1703694.00,approved
7819,56,2024-10-24,Cash loan,3473643.00,approved
7820,4559,2024-09-23,POS loan,1136078.00,rejected
7821,4761,2024-08-02,Cash loan,3472279.00,rejected
7822,3907,2024-04-04,POS loan,957538.00,approved
7823,2951,2024-07-15,POS loan,618567.00,rejected
7824,2215,2024-01-23,Credit card,1908111.00,approved
7825,3705,2025-04-20,Micro loan,521639.00,rejected
7826,3710,2024-06-06,POS loan,341205.00,approved
7827,3745,2026-02-01,Micro loan,341421.00,approved
7828,200,2025-12-01,Cash loan,1730805.00,rejected
7829,431,2025-06-24,POS loan,1186338.00,approved
7830,3887,2024-08-29,POS loan,1117352.00,rejected
7831,4301,2024-12-11,POS loan,770499.00,approved
7832,2978,2024-06-14,Micro loan,439507.00,approved
7833,1351,2025-10-26,Cash loan,541222.00,approved
7834,4238,2024-02-21,Credit card,1722307.00,rejected
7835,4951,2024-11-29,Cash loan,2507076.00,pending
7836,2611,2024-05-16,Cash loan,492792.00,approved
7837,922,2026-04-05,Credit card,1309098.00,rejected
7838,3463,2024-09-08,Cash loan,2507383.00,approved
7839,3875,2025-08-05,Credit card,629285.00,approved
7840,3442,2025-08-30,Micro loan,136183.00,approved
7841,213,2025-01-19,Credit card,208718.00,rejected
7842,2701,2024-08-22,Micro loan,520180.00,approved
7843,1012,2025-09-05,Credit card,895159.00,approved
7844,5000,2025-06-19,Micro loan,456289.00,approved
7845,515,2024-09-22,Credit card,1992546.00,rejected
7846,3343,2024-09-13,POS loan,849082.00,approved
7847,4686,2024-02-26,POS loan,764325.00,approved
7848,4826,2024-02-11,Auto loan,4790859.00,approved
7849,1019,2024-07-10,Micro loan,593140.00,rejected
7850,2251,2024-01-12,Cash loan,2223195.00,approved
7851,478,2025-06-03,Micro loan,289468.00,pending
7852,222,2025-03-24,Cash loan,1320781.00,approved
7853,127,2026-01-31,POS loan,1015044.00,rejected
7854,487,2025-10-11,Micro loan,524081.00,approved
7855,3581,2025-06-12,POS loan,851109.00,rejected
7856,4869,2025-12-08,Cash loan,3481849.00,rejected
7857,4724,2024-08-24,Cash loan,2383111.00,rejected
7858,3122,2025-08-04,Cash loan,1855146.00,approved
7859,42,2024-05-08,Cash loan,212045.00,rejected
7860,3632,2025-03-08,Cash loan,1672895.00,approved
7861,4078,2025-11-12,POS loan,758908.00,approved
7862,1091,2025-12-03,Credit card,1093159.00,rejected
7863,1771,2024-08-25,Cash loan,2914150.00,approved
7864,1253,2025-07-12,Credit card,703022.00,rejected
7865,1952,2025-10-14,Micro loan,54573.00,approved
7866,2791,2024-07-10,POS loan,924120.00,rejected
7867,3913,2024-12-30,Cash loan,2654448.00,approved
7868,4988,2024-04-16,Cash loan,1252629.00,approved
7869,4992,2024-08-24,Cash loan,2181379.00,approved
7870,723,2025-01-20,Micro loan,556288.00,approved
7871,853,2026-03-16,Cash loan,786079.00,approved
7872,1219,2024-12-12,Cash loan,1513054.00,approved
7873,4246,2024-05-01,Micro loan,248965.00,approved
7874,3547,2025-10-11,Cash loan,1731132.00,pending
7875,4960,2025-06-10,Cash loan,2349371.00,approved
7876,2711,2024-12-25,Cash loan,297294.00,rejected
7877,19,2025-09-17,Credit card,1597403.00,approved
7878,3235,2024-02-24,Cash loan,2186615.00,approved
7879,2114,2025-08-13,Auto loan,5600286.00,approved
7880,54,2025-02-14,Cash loan,2193117.00,approved
7881,1679,2025-06-07,Cash loan,2062498.00,rejected
7882,927,2024-09-02,Cash loan,3400290.00,approved
7883,3693,2025-08-28,POS loan,285782.00,approved
7884,1527,2024-03-03,Cash loan,1236639.00,approved
7885,3988,2024-08-15,Credit card,1272662.00,approved
7886,2640,2026-02-15,Credit card,538383.00,rejected
7887,1169,2024-09-23,Credit card,1124492.00,approved
7888,35,2025-09-24,Cash loan,1411325.00,approved
7889,4496,2024-04-13,Micro loan,103468.00,approved
7890,3068,2025-06-25,POS loan,520193.00,rejected
7891,412,2025-02-26,Credit card,586813.00,approved
7892,3041,2026-04-06,Micro loan,113413.00,rejected
7893,299,2024-02-17,POS loan,440368.00,approved
7894,3061,2024-07-29,Cash loan,2520765.00,approved
7895,1397,2024-08-20,Cash loan,667288.00,approved
7896,973,2025-03-04,Micro loan,465326.00,pending
7897,4510,2024-03-08,Credit card,1724106.00,approved
7898,4553,2024-04-05,Cash loan,692378.00,pending
7899,2017,2024-08-12,POS loan,376244.00,approved
7900,2582,2025-02-19,Cash loan,1060838.00,pending
7901,1377,2024-11-04,Micro loan,549859.00,approved
7902,3248,2025-06-23,Micro loan,533344.00,pending
7903,1087,2025-05-20,Cash loan,1618523.00,approved
7904,585,2024-08-23,POS loan,487540.00,rejected
7905,4762,2025-04-07,Micro loan,509353.00,rejected
7906,4442,2026-01-20,Micro loan,548248.00,rejected
7907,2375,2024-04-12,POS loan,926602.00,pending
7908,3861,2025-09-24,Credit card,569449.00,pending
7909,1767,2025-03-21,Credit card,1297595.00,approved
7910,4874,2025-08-23,Credit card,1798888.00,approved
7911,245,2024-05-14,Cash loan,1477231.00,approved
7912,507,2024-11-05,Credit card,301761.00,approved
7913,2125,2025-03-03,Credit card,286719.00,rejected
7914,4374,2026-03-26,Micro loan,268175.00,approved
7915,1734,2025-06-20,POS loan,656047.00,approved
7916,1763,2026-03-22,POS loan,331746.00,approved
7917,4975,2024-07-20,POS loan,284298.00,approved
7918,2284,2024-04-11,POS loan,440998.00,rejected
7919,4554,2024-12-06,Micro loan,140310.00,approved
7920,2048,2025-10-27,Cash loan,3445306.00,rejected
7921,579,2025-02-25,Cash loan,325615.00,approved
7922,209,2024-08-21,Micro loan,520897.00,rejected
7923,3279,2024-05-12,Cash loan,2365819.00,rejected
7924,167,2025-03-23,Credit card,680003.00,approved
7925,4127,2025-08-25,Cash loan,1425244.00,pending
7926,1205,2024-03-12,Credit card,1308941.00,rejected
7927,1390,2024-01-01,POS loan,582191.00,pending
7928,523,2025-06-24,Cash loan,237567.00,approved
7929,3414,2026-03-09,POS loan,661620.00,rejected
7930,648,2024-12-14,Micro loan,49194.00,rejected
7931,3015,2025-05-21,Auto loan,17260256.00,approved
7932,4317,2026-04-26,Cash loan,2865633.00,approved
7933,1820,2024-03-19,POS loan,435691.00,rejected
7934,769,2024-09-22,Credit card,1367759.00,approved
7935,4238,2025-10-23,Cash loan,805509.00,approved
7936,4995,2025-02-15,Cash loan,3132548.00,approved
7937,1370,2026-03-02,Micro loan,204400.00,rejected
7938,3643,2024-04-16,Micro loan,274779.00,approved
7939,3446,2024-11-21,Micro loan,204472.00,approved
7940,3623,2026-02-03,Micro loan,35729.00,approved
7941,1108,2025-11-22,Cash loan,192560.00,approved
7942,2350,2025-06-21,Auto loan,2677385.00,approved
7943,1353,2025-11-11,Micro loan,331233.00,approved
7944,2205,2026-01-30,Micro loan,430306.00,rejected
7945,3714,2025-03-08,POS loan,185466.00,approved
7946,3967,2026-01-31,POS loan,707259.00,approved
7947,1287,2025-08-14,Cash loan,702723.00,approved
7948,3142,2024-11-28,Auto loan,9304930.00,approved
7949,889,2024-09-23,Credit card,109252.00,approved
7950,3016,2025-09-23,Cash loan,2499940.00,approved
7951,103,2024-08-31,Cash loan,838575.00,approved
7952,4156,2024-08-17,Auto loan,5378276.00,approved
7953,2463,2025-01-13,POS loan,470231.00,approved
7954,365,2025-01-22,POS loan,706081.00,approved
7955,2351,2026-03-02,Credit card,139639.00,rejected
7956,3331,2024-11-04,Cash loan,1696881.00,approved
7957,3794,2024-04-06,POS loan,369199.00,approved
7958,413,2024-01-13,Micro loan,581278.00,rejected
7959,2276,2025-08-14,Micro loan,162785.00,rejected
7960,2186,2026-04-05,Cash loan,1525530.00,approved
7961,339,2025-05-01,Cash loan,2855225.00,rejected
7962,4220,2024-05-25,Micro loan,51239.00,approved
7963,3997,2025-08-17,Credit card,662031.00,approved
7964,429,2024-01-11,Cash loan,1529814.00,approved
7965,4728,2025-05-10,POS loan,155688.00,approved
7966,3541,2026-04-30,Cash loan,2705371.00,approved
7967,2470,2024-05-17,Micro loan,190303.00,rejected
7968,943,2026-04-23,POS loan,902794.00,rejected
7969,4288,2025-09-13,Auto loan,13661543.00,rejected
7970,4619,2025-05-13,Credit card,1051723.00,rejected
7971,4758,2024-08-27,Micro loan,554306.00,rejected
7972,2620,2025-09-26,POS loan,443678.00,pending
7973,3881,2024-05-08,Cash loan,2943110.00,approved
7974,696,2024-11-19,Cash loan,2968699.00,approved
7975,2951,2025-12-05,Micro loan,329612.00,rejected
7976,2565,2025-04-13,Cash loan,651389.00,rejected
7977,293,2024-03-20,Auto loan,7146608.00,approved
7978,2948,2024-03-06,Cash loan,1707027.00,approved
7979,3906,2025-11-25,Credit card,1234549.00,approved
7980,311,2025-12-21,Cash loan,167285.00,approved
7981,1825,2024-06-21,Micro loan,573688.00,approved
7982,423,2025-03-28,Micro loan,433069.00,rejected
7983,3922,2025-06-23,Auto loan,14757532.00,approved
7984,1229,2025-11-09,Micro loan,169567.00,approved
7985,476,2025-09-04,Auto loan,15200129.00,approved
7986,2956,2025-04-08,Cash loan,895484.00,rejected
7987,1510,2024-09-05,Auto loan,8741381.00,rejected
7988,739,2025-04-09,Micro loan,330050.00,approved
7989,4349,2025-06-17,Auto loan,5457078.00,approved
7990,4707,2026-04-25,Credit card,385308.00,approved
7991,1707,2024-11-14,Credit card,1471732.00,approved
7992,309,2026-01-06,POS loan,1133965.00,approved
7993,2719,2025-02-19,Credit card,1114597.00,rejected
7994,4187,2024-12-24,POS loan,98541.00,approved
7995,1721,2025-11-08,Auto loan,15876534.00,approved
7996,2387,2025-05-06,Credit card,266735.00,approved
7997,3857,2024-08-27,Cash loan,2620806.00,pending
7998,398,2025-09-29,Cash loan,1168298.00,approved
7999,326,2024-04-25,Credit card,1833025.00,approved
8000,2149,2024-01-12,Micro loan,233041.00,pending
8001,3580,2025-08-27,Cash loan,3241440.00,approved
8002,2197,2024-09-04,Cash loan,2407304.00,approved
8003,2953,2025-10-09,POS loan,949272.00,rejected
8004,3041,2024-03-26,POS loan,177587.00,approved
8005,4192,2025-02-14,Micro loan,387246.00,approved
8006,1138,2024-03-29,Credit card,345394.00,approved
8007,3894,2025-02-22,Auto loan,6128723.00,rejected
8008,725,2025-07-19,Credit card,156845.00,approved
8009,2467,2024-01-09,Credit card,567669.00,rejected
8010,1596,2024-05-26,Micro loan,262707.00,approved
8011,2704,2025-08-27,Credit card,856329.00,approved
8012,3679,2024-07-04,Cash loan,3112802.00,approved
8013,2659,2026-04-15,POS loan,56478.00,rejected
8014,2408,2024-05-23,Cash loan,877576.00,approved
8015,2969,2025-08-04,POS loan,567596.00,approved
8016,3397,2025-04-19,Micro loan,497396.00,rejected
8017,709,2024-02-13,POS loan,96270.00,rejected
8018,700,2025-12-21,Cash loan,168164.00,approved
8019,1329,2024-08-04,Micro loan,197279.00,approved
8020,2497,2024-08-17,Cash loan,2221892.00,pending
8021,2126,2024-11-22,Cash loan,1952322.00,approved
8022,2745,2025-02-12,Cash loan,726742.00,approved
8023,2555,2024-04-12,Micro loan,114715.00,rejected
8024,1807,2025-06-04,Cash loan,1468084.00,approved
8025,3136,2024-07-10,Cash loan,1101587.00,rejected
8026,3996,2024-05-26,Cash loan,2404193.00,pending
8027,1785,2025-08-08,POS loan,153659.00,approved
8028,4822,2025-01-24,Credit card,1768176.00,approved
8029,1559,2025-08-17,Micro loan,34272.00,rejected
8030,784,2024-12-27,Credit card,1654891.00,approved
8031,490,2025-06-27,Micro loan,462264.00,approved
8032,3035,2024-07-23,Credit card,815970.00,approved
8033,4365,2025-01-05,Auto loan,3057516.00,rejected
8034,1648,2025-10-02,Micro loan,94977.00,approved
8035,1398,2025-07-25,Cash loan,1710605.00,approved
8036,1236,2025-10-28,Cash loan,2681732.00,approved
8037,656,2024-11-22,Micro loan,208667.00,pending
8038,4362,2024-01-15,Cash loan,1898417.00,approved
8039,4319,2025-02-22,Cash loan,2774849.00,approved
8040,3742,2026-03-24,Credit card,543920.00,rejected
8041,1516,2024-10-01,POS loan,889376.00,approved
8042,4957,2024-06-23,Micro loan,484525.00,approved
8043,4327,2025-09-24,Credit card,1310894.00,approved
8044,89,2024-04-15,Cash loan,1917183.00,approved
8045,1579,2024-02-25,Cash loan,1455729.00,approved
8046,2291,2026-03-20,Cash loan,1357326.00,pending
8047,2515,2024-05-25,Auto loan,4991703.00,rejected
8048,741,2025-06-10,Micro loan,192088.00,approved
8049,675,2026-04-21,Cash loan,1807948.00,approved
8050,4867,2024-03-08,POS loan,1175566.00,rejected
8051,3596,2024-06-09,Credit card,1908809.00,approved
8052,1960,2025-03-20,Credit card,146566.00,approved
8053,3507,2024-01-20,Cash loan,691622.00,approved
8054,1875,2024-03-16,POS loan,150648.00,approved
8055,1480,2024-10-08,Micro loan,340213.00,rejected
8056,82,2026-02-06,Credit card,754520.00,rejected
8057,794,2025-05-06,POS loan,1073697.00,approved
8058,4096,2025-05-03,POS loan,504161.00,approved
8059,2439,2024-01-23,Cash loan,278480.00,approved
8060,1241,2024-02-14,Credit card,1881819.00,approved
8061,3312,2026-01-08,Cash loan,3266692.00,pending
8062,1545,2025-01-07,Credit card,1538906.00,approved
8063,113,2025-12-20,Credit card,1768557.00,approved
8064,3176,2025-09-10,Cash loan,1510614.00,approved
8065,2649,2024-09-14,Micro loan,157629.00,rejected
8066,105,2025-10-23,Micro loan,393524.00,rejected
8067,4503,2026-04-18,Cash loan,764889.00,approved
8068,3332,2024-05-22,Auto loan,17251609.00,rejected
8069,1819,2024-06-26,Micro loan,318093.00,approved
8070,4265,2024-10-28,Credit card,1965367.00,rejected
8071,2414,2025-08-10,Cash loan,1169108.00,approved
8072,656,2025-02-20,Cash loan,1166839.00,pending
8073,1193,2024-11-24,Credit card,378564.00,approved
8074,2264,2024-11-11,Micro loan,56953.00,approved
8075,921,2024-07-20,Cash loan,786896.00,rejected
8076,168,2024-07-30,Credit card,478080.00,approved
8077,4610,2024-04-15,Micro loan,460718.00,rejected
8078,4101,2026-02-10,Cash loan,1232082.00,rejected
8079,4194,2025-01-15,Auto loan,14420039.00,approved
8080,4767,2025-06-03,POS loan,544993.00,pending
8081,4234,2025-11-30,Cash loan,2282772.00,pending
8082,69,2025-09-20,POS loan,110698.00,approved
8083,2427,2025-01-19,Cash loan,1475452.00,approved
8084,3882,2024-08-26,Micro loan,144611.00,approved
8085,4394,2024-12-11,Micro loan,277385.00,pending
8086,3764,2025-01-05,Cash loan,1623659.00,rejected
8087,2112,2025-10-14,Cash loan,1471647.00,pending
8088,1999,2026-04-17,Cash loan,861284.00,approved
8089,2030,2024-07-20,Micro loan,373325.00,rejected
8090,3222,2025-08-12,Auto loan,14971381.00,approved
8091,2491,2024-09-06,Cash loan,2320693.00,pending
8092,1316,2024-11-27,Micro loan,553243.00,rejected
8093,1443,2025-04-29,Micro loan,35012.00,rejected
8094,3225,2025-01-21,Cash loan,1447108.00,approved
8095,3332,2026-04-10,POS loan,1197096.00,approved
8096,3088,2025-06-11,Credit card,935215.00,approved
8097,4099,2024-12-31,Auto loan,3847951.00,approved
8098,433,2026-01-27,Cash loan,2362288.00,pending
8099,3450,2024-02-27,POS loan,524749.00,rejected
8100,4070,2024-01-13,Auto loan,12983405.00,rejected
8101,2626,2024-12-10,Cash loan,1867731.00,approved
8102,852,2024-12-08,Cash loan,524435.00,approved
8103,1442,2024-08-13,Credit card,1228479.00,approved
8104,2507,2024-11-18,Cash loan,1428828.00,approved
8105,4547,2024-06-23,Cash loan,1638842.00,pending
8106,527,2024-09-30,Auto loan,3421885.00,approved
8107,894,2025-11-18,Cash loan,254269.00,approved
8108,2480,2026-01-14,Cash loan,865833.00,approved
8109,834,2025-03-05,Cash loan,1480643.00,approved
8110,287,2025-10-26,Auto loan,3828875.00,approved
8111,3252,2025-12-18,Cash loan,1540474.00,rejected
8112,4743,2025-05-17,Auto loan,8691407.00,approved
8113,2235,2024-12-31,Cash loan,1710077.00,approved
8114,1300,2024-10-24,POS loan,335402.00,rejected
8115,2591,2025-07-01,Micro loan,404392.00,rejected
8116,1090,2024-06-01,Cash loan,332218.00,approved
8117,704,2025-01-27,Cash loan,737054.00,approved
8118,2472,2025-11-21,Credit card,1097667.00,rejected
8119,4049,2025-03-19,Auto loan,11799426.00,approved
8120,1087,2025-08-15,Micro loan,451286.00,approved
8121,3657,2024-12-15,POS loan,807660.00,pending
8122,3628,2025-09-29,Micro loan,273506.00,approved
8123,4887,2024-07-12,Micro loan,430637.00,approved
8124,755,2024-04-03,POS loan,801299.00,approved
8125,1466,2024-05-18,Micro loan,268130.00,pending
8126,4578,2025-02-11,Cash loan,2559257.00,rejected
8127,4394,2025-05-02,Credit card,521387.00,pending
8128,3826,2024-12-14,Credit card,623734.00,rejected
8129,3720,2025-10-11,Cash loan,1636294.00,pending
8130,1775,2024-03-20,Auto loan,15105018.00,rejected
8131,3108,2024-05-26,Micro loan,524706.00,approved
8132,1684,2025-06-20,Credit card,628300.00,approved
8133,3817,2025-11-16,Credit card,727995.00,rejected
8134,425,2025-03-30,Credit card,824841.00,approved
8135,1739,2024-10-07,Cash loan,924756.00,rejected
8136,3343,2024-11-02,Micro loan,219852.00,approved
8137,4450,2024-11-27,Cash loan,2554916.00,rejected
8138,1276,2026-01-07,Micro loan,446556.00,pending
8139,2177,2025-04-16,Cash loan,3135161.00,approved
8140,133,2024-08-17,POS loan,76004.00,approved
8141,3354,2024-01-01,POS loan,1076102.00,approved
8142,2275,2025-05-06,POS loan,984975.00,approved
8143,1087,2024-08-25,POS loan,419880.00,approved
8144,1944,2025-01-05,POS loan,1137633.00,approved
8145,2075,2024-06-04,Credit card,828862.00,approved
8146,4749,2025-11-01,Credit card,1399999.00,approved
8147,3863,2024-03-24,POS loan,969607.00,approved
8148,789,2025-03-08,Credit card,1123344.00,approved
8149,2276,2025-06-22,Credit card,927247.00,approved
8150,2755,2024-04-15,Credit card,1006513.00,approved
8151,4560,2024-01-13,Cash loan,1004181.00,approved
8152,4389,2024-08-21,Micro loan,141189.00,approved
8153,3415,2025-11-16,Micro loan,65037.00,approved
8154,3658,2025-10-04,POS loan,566611.00,pending
8155,2174,2026-02-15,Micro loan,262888.00,approved
8156,3753,2025-10-13,Cash loan,517625.00,approved
8157,3932,2024-10-09,Auto loan,4581048.00,approved
8158,1159,2025-07-04,Cash loan,992265.00,rejected
8159,4990,2024-10-30,Cash loan,2354796.00,approved
8160,4495,2024-02-26,Credit card,1130771.00,rejected
8161,2882,2026-02-28,Cash loan,1396901.00,approved
8162,1426,2026-01-12,POS loan,101523.00,pending
8163,3471,2025-10-09,Micro loan,490726.00,approved
8164,4203,2025-01-30,Cash loan,2339905.00,approved
8165,2111,2024-05-13,Auto loan,8426575.00,approved
8166,2412,2025-07-02,Credit card,1152906.00,approved
8167,254,2024-06-13,Auto loan,4402330.00,approved
8168,1598,2026-03-07,Auto loan,7833862.00,approved
8169,1224,2024-06-07,Cash loan,944497.00,rejected
8170,2352,2025-06-20,Cash loan,184694.00,approved
8171,2891,2024-04-14,POS loan,292371.00,approved
8172,515,2025-09-08,POS loan,674295.00,approved
8173,1241,2024-07-13,Credit card,1695880.00,approved
8174,2366,2024-11-07,Cash loan,1689652.00,approved
8175,3640,2024-03-12,Micro loan,111230.00,approved
8176,1637,2025-10-31,Credit card,240007.00,approved
8177,2022,2025-01-04,Cash loan,2083645.00,approved
8178,4390,2024-10-10,Credit card,1620651.00,pending
8179,2645,2024-11-02,Auto loan,14200780.00,rejected
8180,1460,2024-01-02,POS loan,535003.00,rejected
8181,2325,2026-03-09,POS loan,868191.00,rejected
8182,1737,2025-04-11,Cash loan,2999244.00,approved
8183,4889,2025-05-03,POS loan,303144.00,approved
8184,2128,2024-07-24,Cash loan,1915543.00,approved
8185,686,2025-05-07,Cash loan,2969788.00,approved
8186,2970,2024-05-02,Cash loan,2471485.00,pending
8187,4165,2024-12-02,Cash loan,2425857.00,approved
8188,4794,2025-08-06,Micro loan,127289.00,approved
8189,894,2024-02-27,Cash loan,1179050.00,approved
8190,4775,2025-11-27,Cash loan,2948777.00,rejected
8191,837,2025-09-08,Credit card,1039956.00,approved
8192,4649,2024-10-05,Credit card,1267773.00,approved
8193,4,2024-08-05,Credit card,988033.00,approved
8194,3708,2025-11-03,POS loan,187638.00,rejected
8195,3783,2024-06-29,Micro loan,539862.00,approved
8196,2129,2024-11-17,Cash loan,1712276.00,approved
8197,4128,2026-01-25,Cash loan,331783.00,approved
8198,2066,2025-02-13,Credit card,1336245.00,approved
8199,1700,2025-09-20,Credit card,1989647.00,pending
8200,2380,2024-07-03,Cash loan,2206767.00,rejected
8201,4183,2024-08-14,Cash loan,2849949.00,approved
8202,2249,2024-11-24,Cash loan,822023.00,rejected
8203,1614,2024-09-02,Cash loan,1056381.00,rejected
8204,299,2024-03-11,Micro loan,259011.00,approved
8205,3146,2025-10-13,POS loan,390923.00,approved
8206,3820,2024-06-26,Cash loan,1911842.00,approved
8207,4893,2024-10-21,Cash loan,561757.00,rejected
8208,2684,2025-02-01,Cash loan,2027317.00,pending
8209,1227,2024-09-10,POS loan,489063.00,rejected
8210,4357,2025-10-18,Auto loan,6313169.00,approved
8211,2523,2025-12-24,Auto loan,12060895.00,approved
8212,4216,2025-06-22,Cash loan,1793892.00,approved
8213,2333,2025-05-15,Cash loan,1956204.00,approved
8214,4318,2024-02-29,Cash loan,2130042.00,approved
8215,475,2025-07-12,Auto loan,11967553.00,approved
8216,2133,2024-02-10,POS loan,106253.00,approved
8217,1617,2025-01-13,POS loan,685327.00,rejected
8218,2448,2026-02-20,Cash loan,2052102.00,approved
8219,2067,2024-05-26,Cash loan,244807.00,approved
8220,2007,2024-12-04,Auto loan,15682276.00,approved
8221,3625,2024-04-12,POS loan,597251.00,pending
8222,4843,2025-10-06,POS loan,363161.00,approved
8223,836,2024-03-01,Auto loan,11173963.00,pending
8224,3615,2025-04-01,Credit card,879162.00,rejected
